Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-03-16,14:26:34,"""CNR2994632""",Completed,"""CID4528348""",Bike,Panipat,Jasola,6.9,29.7,null,null,null,null,null,null,432,40.59,4.4,4.3,Debit Card
2024-04-30,11:35:16,"""CNR8349332""",Completed,"""CID1895189""",Bike,Saket,Rohini,6.6,19.1,null,null,null,null,null,null,606,5.75,4.2,4.6,UPI
2024-08-12,16:59:05,"""CNR6785391""",Completed,"""CID3192351""",Auto,Sultanpur,Bahadurgarh,7.5,18.1,null,null,null,null,null,null,328,42.66,3.4,4.9,UPI
2024-10-21,06:06:08,"""CNR4239039""",Cancelled by Customer,"""CID5633622""",Premier Sedan,Ghitorni,Chhatarpur,14.9,null,1,AC is not working,null,null,null,null,null,null,null,null,null
2024-10-15,11:25:04,"""CNR3942728""",Completed,"""CID3899231""",Premier Sedan,Shastri Park,Rohini West,2.9,38.3,null,null,null,null,null,null,156,36.13,4.3,4.3,UPI
2024-03-06,11:49:24,"""CNR2282162""",Completed,"""CID7242372""",Go Sedan,Rithala,Noida Film City,9.4,36.3,null,null,null,null,null,null,105,44.08,4.7,4.9,Credit Card
2024-05-07,11:55:31,"""CNR4677505""",Cancelled by Driver,"""CID3339585""",Go Sedan,Akshardham,Delhi Gate,11.3,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-07-28,20:08:07,"""CNR8185605""",Cancelled by Customer,"""CID9816010""",Go Sedan,IFFCO Chowk,Sultanpur,16.9,null,1,Change of plans,null,null,null,null,null,null,null,null,null
2024-01-24,10:32:59,"""CNR5351433""",Completed,"""CID4736469""",Auto,Huda City Centre,Karkarduma,11.2,22.0,null,null,null,null,null,null,213,35.76,4.8,4.6,Debit Card
2024-08-29,02:37:10,"""CNR8880913""",Completed,"""CID4302311""",Bike,Kashmere Gate ISBT,Rajiv Chowk,11.2,19.6,null,null,null,null,null,null,620,45.0,4.6,3.1,Cash
2024-02-07,21:52:08,"""CNR3643495""",Cancelled by Driver,"""CID3072962""",Bike,Laxmi Nagar,ITO,6.8,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-10-02,23:59:15,"""CNR8399435""",Completed,"""CID7010722""",Go Mini,South Extension,Vidhan Sabha,11.6,21.9,null,null,null,null,null,null,83,45.07,3.9,4.2,Credit Card
2024-12-01,13:31:45,"""CNR5699093""",Cancelled by Driver,"""CID6044294""",Go Sedan,Badshahpur,Green Park,9.7,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-12-30,17:45:30,"""CNR1090037""",Completed,"""CID2369298""",Bike,Ashok Vihar,Rohini,7.6,41.6,null,null,null,null,null,null,821,3.86,3.7,4.9,Uber Wallet
2024-07-06,19:41:22,"""CNR1672620""",Cancelled by Customer,"""CID9094427""",Go Mini,Jahangirpuri,Cyber Hub,16.2,null,1,Change of plans,null,null,null,null,null,null,null,null,null
2024-01-27,13:53:18,"""CNR4811296""",Completed,"""CID7470261""",Premier Sedan,Pitampura,Delhi Gate,4.8,44.8,null,null,null,null,null,null,176,49.18,3.1,4.6,UPI
2024-12-26,07:10:12,"""CNR6421218""",Incomplete,"""CID2328704""",Go Mini,Nawada,Shastri Park,6.6,21.9,null,null,null,null,1,Customer Demand,315,7.41,null,null,UPI
2024-08-23,11:47:22,"""CNR7297536""",Completed,"""CID3104231""",Auto,DLF City Court,Pitampura,8.3,18.7,null,null,null,null,null,null,82,14.49,4.6,4.2,UPI
2024-04-28,01:17:51,"""CNR2290384""",Completed,"""CID6067378""",Uber XL,Nehru Place,Rajiv Chowk,14.8,40.4,null,null,null,null,null,null,221,15.3,4.1,4.5,UPI
2024-03-07,12:34:46,"""CNR2229358""",Cancelled by Customer,"""CID7586583""",Premier Sedan,Pragati Maidan,Subhash Chowk,6.1,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-01-02,09:03:00,"""CNR4246484""",Cancelled by Driver,"""CID4625807""",eBike,Munirka,Saidulajab,9.1,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-01-21,19:25:02,"""CNR9882850""",Cancelled by Driver,"""CID8976182""",Auto,Vishwavidyalaya,Manesar,5.0,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-06-05,13:02:32,"""CNR3234899""",Completed,"""CID1908216""",Bike,Sohna Road,IGNOU Road,14.1,30.2,null,null,null,null,null,null,901,15.53,4.4,4.6,Uber Wallet
2024-02-14,14:46:37,"""CNR9159821""",Completed,"""CID7212119""",Go Sedan,Saket A Block,Gurgaon Railway Station,4.8,24.7,null,null,null,null,null,null,1523,6.84,4.0,4.3,UPI
2024-02-24,23:05:49,"""CNR3377580""",No Driver Found,"""CID3773482""",Auto,Adarsh Nagar,Huda City Centre,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-01-19,21:48:21,"""CNR7286285""",Completed,"""CID6567281""",Premier Sedan,Yamuna Bank,Dilshad Garden,9.1,21.7,null,null,null,null,null,null,582,27.22,3.5,4.3,Cash
2024-07-02,15:09:07,"""CNR8901989""",Completed,"""CID4529927""",Auto,AIIMS,Jasola,3.6,18.6,null,null,null,null,null,null,133,31.65,3.2,4.4,UPI
2024-02-27,09:33:05,"""CNR9222191""",Completed,"""CID9902256""",Auto,Green Park,Aya Nagar,6.8,21.0,null,null,null,null,null,null,508,38.25,3.2,5.0,Credit Card
2024-04-15,12:25:23,"""CNR6647107""",Cancelled by Customer,"""CID7253416""",Auto,Greater Kailash,Kashmere Gate ISBT,9.5,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-07-31,22:13:15,"""CNR9775227""",Completed,"""CID4405721""",Bike,Madipur,Chhatarpur,5.0,22.0,null,null,null,null,null,null,999,12.14,4.4,4.6,Uber Wallet
2024-10-14,23:39:15,"""CNR5436498""",Completed,"""CID6124996""",Auto,Panchsheel Park,Janakpuri,11.0,25.8,null,null,null,null,null,null,713,9.76,4.3,4.1,UPI
2024-12-23,19:00:24,"""CNR9394835""",Completed,"""CID3125278""",Premier Sedan,Mandi House,Sadar Bazar Gurgaon,14.3,35.2,null,null,null,null,null,null,96,10.63,4.7,4.5,UPI
2024-08-29,19:47:03,"""CNR7811486""",Completed,"""CID3203722""",Auto,Kanhaiya Nagar,Narsinghpur,11.4,36.8,null,null,null,null,null,null,595,15.32,4.6,5.0,UPI
2024-09-06,16:43:36,"""CNR9208205""",Cancelled by Driver,"""CID2712013""",Go Sedan,Mayur Vihar,Sohna Road,4.8,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-03-22,16:52:05,"""CNR6583672""",Completed,"""CID2281519""",Auto,Ghitorni Village,Rajiv Nagar,12.2,20.5,null,null,null,null,null,null,256,8.76,4.5,5.0,Debit Card
2024-12-11,10:17:35,"""CNR5706641""",Completed,"""CID5130718""",Auto,Adarsh Nagar,Connaught Place,11.8,37.2,null,null,null,null,null,null,449,22.4,4.9,4.5,Uber Wallet
2024-08-09,22:33:01,"""CNR8005201""",Cancelled by Driver,"""CID8692503""",Bike,Aya Nagar,Noida Sector 62,7.8,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-02-03,19:43:12,"""CNR7534075""",Completed,"""CID4275914""",Premier Sedan,Pataudi Chowk,Greater Kailash,13.4,40.0,null,null,null,null,null,null,373,12.73,4.6,4.2,Cash
2024-07-24,06:09:08,"""CNR1712916""",Completed,"""CID9416242""",Go Mini,Badshahpur,Preet Vihar,2.4,38.5,null,null,null,null,null,null,445,28.77,4.2,4.2,UPI
2024-10-19,10:43:36,"""CNR8081487""",Completed,"""CID1030753""",Premier Sedan,Mehrauli,Rithala,7.4,20.6,null,null,null,null,null,null,1563,8.86,4.7,4.6,Cash
2024-10-29,06:22:50,"""CNR4056850""",Cancelled by Driver,"""CID5921257""",Auto,Indraprastha,Gurgaon Sector 29,4.1,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-02-07,18:58:54,"""CNR6714334""",No Driver Found,"""CID3077805""",Auto,Chirag Delhi,Saket,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-03-29,20:42:13,"""CNR7702733""",No Driver Found,"""CID7542922""",Go Sedan,Botanical Garden,Delhi Gate,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-05-15,15:02:03,"""CNR9212883""",Completed,"""CID7774837""",Go Sedan,Indirapuram,Botanical Garden,12.2,35.3,null,null,null,null,null,null,486,30.28,4.6,4.8,Debit Card
2024-06-20,11:34:09,"""CNR9154108""",Completed,"""CID7990974""",Premier Sedan,Noida Film City,Tilak Nagar,4.3,33.1,null,null,null,null,null,null,480,40.38,4.2,3.7,Cash
2024-09-14,10:19:51,"""CNR6429307""",Completed,"""CID6093452""",Bike,Jahangirpuri,Uttam Nagar,11.1,26.5,null,null,null,null,null,null,162,45.56,3.6,4.3,Credit Card
2024-04-18,17:43:38,"""CNR4933209""",Completed,"""CID7088241""",Bike,Udyog Vihar Phase 4,Vinobapuri,7.1,34.0,null,null,null,null,null,null,964,47.18,4.6,4.6,Debit Card
2024-03-12,18:26:42,"""CNR2979424""",Completed,"""CID8679276""",Bike,Kherki Daula Toll,Mandi House,3.0,29.1,null,null,null,null,null,null,68,46.93,3.3,4.9,Cash
2024-11-25,18:19:32,"""CNR3332119""",Cancelled by Driver,"""CID6481348""",Go Sedan,Mansarovar Park,Lajpat Nagar,9.8,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-05-23,19:10:04,"""CNR8678279""",Completed,"""CID1487975""",Auto,Munirka,GTB Nagar,3.5,22.7,null,null,null,null,null,null,77,43.81,4.5,4.8,Uber Wallet
2024-12-21,20:12:48,"""CNR1559285""",Completed,"""CID2693633""",Auto,Pragati Maidan,Ashok Vihar,6.2,20.6,null,null,null,null,null,null,1596,38.53,4.6,4.5,Debit Card
2024-07-03,08:59:05,"""CNR7024730""",Cancelled by Driver,"""CID4838658""",Go Mini,Nirman Vihar,Inderlok,7.4,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-02-16,18:13:26,"""CNR6839076""",No Driver Found,"""CID8166401""",Auto,Punjabi Bagh,Moti Nagar,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-07-24,19:53:26,"""CNR7905117""",Completed,"""CID1416555""",Bike,Chandni Chowk,Rohini West,9.9,26.6,null,null,null,null,null,null,983,33.61,3.7,4.6,Cash
2024-05-23,00:27:47,"""CNR5759870""",Completed,"""CID2323422""",Go Mini,Gurgaon Railway Station,Moti Nagar,3.0,29.4,null,null,null,null,null,null,68,24.62,5.0,3.7,Cash
2024-05-04,22:00:18,"""CNR3578899""",Completed,"""CID5661102""",Premier Sedan,Sikanderpur,Pulbangash,11.6,32.0,null,null,null,null,null,null,493,33.8,4.9,4.2,UPI
2024-10-02,17:11:05,"""CNR1089514""",Cancelled by Driver,"""CID4125399""",Go Sedan,Huda City Centre,Paharganj,5.8,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-12-18,19:23:42,"""CNR9835984""",Completed,"""CID9964638""",Auto,Sadar Bazar Gurgaon,Gurgaon Sector 56,3.2,44.4,null,null,null,null,null,null,745,32.09,4.6,4.3,Credit Card
2024-01-03,16:22:08,"""CNR1643972""",Cancelled by Driver,"""CID3506515""",eBike,Sikanderpur,Nehru Place,6.9,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-07-02,11:48:21,"""CNR2939495""",Completed,"""CID2801589""",Premier Sedan,Inderlok,Shastri Nagar,14.5,40.4,null,null,null,null,null,null,304,13.99,4.8,4.5,Uber Wallet
2024-08-30,07:07:23,"""CNR4997006""",Cancelled by Driver,"""CID6970636""",eBike,Rithala,Chanakyapuri,4.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-11-29,18:38:27,"""CNR3684938""",Completed,"""CID6381738""",Auto,Delhi Gate,Subhash Chowk,9.0,17.1,null,null,null,null,null,null,402,14.13,4.6,4.1,UPI
2024-09-27,18:46:11,"""CNR8016082""",No Driver Found,"""CID3400110""",Auto,Nirman Vihar,Greater Noida,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-01-26,16:22:14,"""CNR9166884""",Completed,"""CID3068872""",Go Mini,Panipat,Palam Vihar,12.7,36.5,null,null,null,null,null,null,320,34.86,5.0,4.5,Cash
2024-03-29,04:41:59,"""CNR5034553""",Completed,"""CID2838731""",Bike,Palam Vihar,Noida Film City,9.2,34.6,null,null,null,null,null,null,1247,43.94,4.5,3.1,Uber Wallet
2024-09-15,22:33:27,"""CNR5994760""",Completed,"""CID8677699""",Premier Sedan,Tagore Garden,Basai Dhankot,6.1,29.0,null,null,null,null,null,null,358,24.56,3.6,3.8,UPI
2024-11-23,19:05:58,"""CNR8280553""",Completed,"""CID4089830""",Auto,Rajouri Garden,RK Puram,5.5,31.6,null,null,null,null,null,null,86,32.14,4.6,4.6,UPI
2024-11-13,11:49:33,"""CNR6304645""",Cancelled by Driver,"""CID8878002""",Go Sedan,Kashmere Gate,Subhash Chowk,10.4,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-02-05,19:48:28,"""CNR8726920""",Cancelled by Customer,"""CID1004784""",Premier Sedan,Mansarovar Park,Central Secretariat,6.3,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-03-08,14:00:29,"""CNR1583241""",Completed,"""CID3000345""",Go Mini,Pitampura,Sadar Bazar Gurgaon,2.8,16.8,null,null,null,null,null,null,85,43.31,4.6,4.9,Uber Wallet
2024-08-21,13:03:15,"""CNR4484602""",Completed,"""CID7199241""",Go Sedan,Karol Bagh,Saket,4.2,41.7,null,null,null,null,null,null,311,30.94,4.3,4.6,UPI
2024-05-13,19:39:38,"""CNR8525908""",Cancelled by Driver,"""CID4158986""",Premier Sedan,Jasola,Rajouri Garden,7.6,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-10-02,09:12:38,"""CNR8491180""",Incomplete,"""CID4510240""",Auto,Noida Sector 62,Uttam Nagar,5.3,24.9,null,null,null,null,1,Customer Demand,98,7.87,null,null,Cash
2024-05-27,17:16:04,"""CNR4866588""",Completed,"""CID1441937""",Go Mini,Shastri Nagar,Udyog Vihar Phase 4,11.4,26.3,null,null,null,null,null,null,130,15.24,4.3,4.6,Uber Wallet
2024-11-23,08:54:09,"""CNR1107433""",Completed,"""CID3758873""",Go Mini,Rohini,Lajpat Nagar,10.2,20.5,null,null,null,null,null,null,367,27.38,4.2,4.2,Uber Wallet
2024-03-30,13:43:56,"""CNR5804680""",Completed,"""CID5921510""",Premier Sedan,Malviya Nagar,Sadar Bazar Gurgaon,7.4,28.7,null,null,null,null,null,null,420,4.5,4.6,4.2,UPI
2024-07-05,10:34:23,"""CNR3635060""",Completed,"""CID5212455""",Uber XL,Welcome,Nawada,8.7,19.4,null,null,null,null,null,null,510,9.87,4.9,4.9,UPI
2024-02-16,21:14:25,"""CNR3550383""",Completed,"""CID3308866""",Auto,Malviya Nagar,Govindpuri,10.0,25.4,null,null,null,null,null,null,83,16.5,4.4,4.3,UPI
2024-08-26,03:34:22,"""CNR4225693""",Completed,"""CID4486029""",Premier Sedan,Noida Extension,Kalkaji,4.5,15.1,null,null,null,null,null,null,158,41.88,3.0,4.8,UPI
2024-10-26,20:23:08,"""CNR2221311""",Completed,"""CID3075272""",Go Sedan,Jahangirpuri,Ashram,11.3,33.0,null,null,null,null,null,null,1211,32.9,4.2,4.6,Uber Wallet
2024-08-10,09:12:53,"""CNR7713513""",Completed,"""CID3463027""",Bike,GTB Nagar,Gwal Pahari,13.7,35.9,null,null,null,null,null,null,313,36.68,4.2,4.5,Credit Card
2024-04-21,19:10:08,"""CNR1286883""",Completed,"""CID7499313""",Bike,Bhiwadi,Vatika Chowk,8.1,42.2,null,null,null,null,null,null,97,20.38,4.2,4.5,Credit Card
2024-01-30,17:59:06,"""CNR5104000""",Completed,"""CID5850345""",Auto,Vaishali,Mehrauli,10.3,26.4,null,null,null,null,null,null,142,47.2,4.6,4.6,UPI
2024-05-11,21:54:30,"""CNR1748676""",Completed,"""CID5855184""",Go Sedan,Mehrauli,IIT Delhi,4.8,15.5,null,null,null,null,null,null,257,10.02,4.0,4.7,Credit Card
2024-05-25,15:20:19,"""CNR9018332""",Completed,"""CID5244532""",Auto,Raj Nagar Extension,Mayur Vihar,9.4,34.1,null,null,null,null,null,null,110,2.99,4.5,4.8,UPI
2024-01-23,18:52:40,"""CNR6347706""",Cancelled by Driver,"""CID7676450""",Go Mini,Badarpur,Bahadurgarh,4.3,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-05-09,09:59:46,"""CNR3245062""",Completed,"""CID3655439""",Go Sedan,Pataudi Chowk,Preet Vihar,2.9,40.2,null,null,null,null,null,null,585,31.32,4.5,3.9,UPI
2024-04-21,16:53:42,"""CNR2353965""",Completed,"""CID4723366""",Go Mini,IMT Manesar,Jahangirpuri,7.4,31.3,null,null,null,null,null,null,697,36.64,3.9,4.7,Credit Card
2024-01-20,11:21:13,"""CNR3349418""",Completed,"""CID1938710""",Go Sedan,Ghitorni,Manesar,7.8,32.6,null,null,null,null,null,null,1240,47.01,4.4,4.4,UPI
2024-12-22,06:52:49,"""CNR5038976""",Cancelled by Driver,"""CID8313729""",Go Mini,Jama Masjid,Saket A Block,5.1,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-10-16,15:34:07,"""CNR9755184""",Cancelled by Customer,"""CID3811968""",Go Sedan,India Gate,Gwal Pahari,5.1,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-08-23,10:19:06,"""CNR1872680""",Completed,"""CID1362913""",Premier Sedan,Gurgaon Sector 56,Indirapuram,9.4,20.6,null,null,null,null,null,null,777,15.11,4.1,4.4,Debit Card
2024-05-29,19:30:57,"""CNR1349127""",Completed,"""CID3169109""",Auto,Jhilmil,Kirti Nagar,11.0,31.1,null,null,null,null,null,null,95,38.26,4.2,4.7,Cash
2024-10-08,07:40:03,"""CNR2230959""",Completed,"""CID8978567""",Auto,Shivaji Park,Meerut,11.6,39.9,null,null,null,null,null,null,484,47.12,4.3,4.9,Uber Wallet
2024-02-26,08:18:20,"""CNR9380391""",Incomplete,"""CID2765374""",Go Sedan,DLF Phase 3,Janakpuri,8.0,11.0,null,null,null,null,1,Other Issue,301,9.59,null,null,Cash
2024-01-21,18:10:37,"""CNR9895668""",Completed,"""CID2656518""",Go Sedan,Yamuna Bank,Jahangirpuri,2.1,21.2,null,null,null,null,null,null,485,2.17,3.2,4.1,UPI
2024-03-20,11:52:33,"""CNR1918302""",Completed,"""CID6415639""",Go Sedan,Tis Hazari,Chhatarpur,2.9,19.2,null,null,null,null,null,null,76,42.9,4.7,4.5,UPI
2024-05-20,12:53:30,"""CNR2429657""",Completed,"""CID3288614""",Auto,Huda City Centre,Sikanderpur,8.3,38.6,null,null,null,null,null,null,188,35.09,4.6,4.1,UPI
2024-09-07,13:54:20,"""CNR7937909""",Cancelled by Driver,"""CID3192355""",Auto,Ghaziabad,IGI Airport,5.2,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-09-19,16:57:48,"""CNR7044315""",Completed,"""CID2521883""",Premier Sedan,Nirman Vihar,Sushant Lok,12.0,38.0,null,null,null,null,null,null,443,45.58,4.6,4.6,Debit Card
2024-05-12,09:51:14,"""CNR5517053""",Cancelled by Driver,"""CID8551973""",Auto,Govindpuri,Saidulajab,9.2,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-02-16,07:46:22,"""CNR8024437""",Cancelled by Driver,"""CID8921274""",Premier Sedan,Chhatarpur,RK Puram,5.6,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-08-20,18:30:52,"""CNR4956091""",Completed,"""CID5068009""",Auto,Manesar,Rithala,5.0,19.2,null,null,null,null,null,null,144,34.44,4.7,4.6,Uber Wallet
2024-05-19,05:27:39,"""CNR5377230""",Cancelled by Driver,"""CID7586347""",Go Sedan,Udyog Vihar Phase 4,Chanakyapuri,9.2,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-12-18,18:08:25,"""CNR3120739""",No Driver Found,"""CID5285181""",Bike,Sushant Lok,Nirman Vihar,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-12-27,18:08:03,"""CNR4763532""",Incomplete,"""CID3554977""",Bike,Green Park,Okhla,3.5,14.8,null,null,null,null,1,Vehicle Breakdown,268,7.21,null,null,UPI
2024-03-05,19:33:38,"""CNR5897670""",Completed,"""CID3538617""",Auto,Satguru Ram Singh Marg,Bhiwadi,5.2,32.1,null,null,null,null,null,null,118,14.3,4.2,3.0,Uber Wallet
2024-06-27,16:58:32,"""CNR7975978""",Completed,"""CID6240053""",Bike,Keshav Puram,Noida Film City,9.9,17.6,null,null,null,null,null,null,516,13.3,4.1,4.7,Cash
2024-01-18,17:50:42,"""CNR8129409""",Cancelled by Driver,"""CID3329487""",Go Sedan,Anand Vihar,Moti Nagar,3.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-07-05,18:51:57,"""CNR2244899""",Cancelled by Driver,"""CID7332345""",Auto,Sushant Lok,MG Road,7.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-05-28,05:56:09,"""CNR3178616""",Completed,"""CID6827919""",Auto,Arjangarh,Punjabi Bagh,5.3,36.7,null,null,null,null,null,null,600,22.68,4.0,4.3,UPI
2024-12-12,20:32:17,"""CNR9398491""",No Driver Found,"""CID4442768""",Auto,Nawada,Ghitorni,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-01-04,22:58:02,"""CNR1365010""",Cancelled by Driver,"""CID6704179""",Go Mini,Aya Nagar,IGI Airport,7.6,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-01-15,09:20:39,"""CNR7934360""",Cancelled by Customer,"""CID7563867""",Bike,Malviya Nagar,Dwarka Mor,19.2,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-02-11,17:05:28,"""CNR3466923""",Completed,"""CID6417399""",Go Sedan,Kashmere Gate,Jama Masjid,8.1,24.1,null,null,null,null,null,null,339,20.88,4.7,3.0,Cash
2024-02-05,18:27:13,"""CNR1772188""",Cancelled by Driver,"""CID9995196""",Auto,Tilak Nagar,Hero Honda Chowk,5.3,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-02-03,23:43:15,"""CNR6221378""",Completed,"""CID4952284""",Uber XL,India Gate,IGI Airport,14.9,15.0,null,null,null,null,null,null,533,28.23,3.4,4.6,Cash
2024-02-26,09:03:49,"""CNR9154449""",Completed,"""CID1077586""",Premier Sedan,Tilak Nagar,Qutub Minar,13.3,30.8,null,null,null,null,null,null,884,14.57,4.3,4.7,UPI
2024-08-05,03:06:06,"""CNR2310347""",Completed,"""CID1012548""",Go Mini,IFFCO Chowk,Chirag Delhi,8.8,15.6,null,null,null,null,null,null,446,6.69,4.4,4.3,Cash
2024-09-24,20:53:11,"""CNR5161112""",Completed,"""CID1845980""",Premier Sedan,Chhatarpur,Paharganj,11.7,30.7,null,null,null,null,null,null,675,10.62,4.2,4.1,Credit Card
2024-07-02,13:28:31,"""CNR4746570""",No Driver Found,"""CID4041893""",Go Mini,Lajpat Nagar,Patel Chowk,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-11-02,12:14:07,"""CNR5206507""",Completed,"""CID9160368""",Uber XL,Ghaziabad,Mandi House,3.9,25.2,null,null,null,null,null,null,407,19.99,3.7,4.9,UPI
2024-07-31,20:46:08,"""CNR1105649""",Cancelled by Customer,"""CID2416362""",Go Sedan,Mundka,Maidan Garhi,18.0,null,1,Change of plans,null,null,null,null,null,null,null,null,null
2024-08-19,14:52:54,"""CNR6561675""",Completed,"""CID4709340""",Premier Sedan,Badarpur,Qutub Minar,14.9,25.8,null,null,null,null,null,null,219,12.04,3.7,4.3,Cash
2024-02-12,20:17:26,"""CNR6735246""",Completed,"""CID4830877""",eBike,Moolchand,Saket A Block,3.8,15.5,null,null,null,null,null,null,811,43.29,4.2,5.0,UPI
2024-05-17,10:02:17,"""CNR9393355""",Completed,"""CID2207388""",Go Sedan,Gurgaon Railway Station,Paschim Vihar,13.3,43.0,null,null,null,null,null,null,169,3.0,3.9,4.9,Uber Wallet
2024-07-07,09:37:31,"""CNR7041170""",Completed,"""CID3351210""",Go Sedan,Ashok Park Main,Uttam Nagar,4.9,41.4,null,null,null,null,null,null,379,28.36,3.5,4.2,Cash
2024-05-26,18:19:30,"""CNR7015962""",Incomplete,"""CID3453799""",Auto,Anand Vihar ISBT,Huda City Centre,7.3,29.7,null,null,null,null,1,Customer Demand,465,13.04,null,null,Credit Card
2024-06-03,21:14:38,"""CNR2820483""",Cancelled by Driver,"""CID2955701""",Auto,Vishwavidyalaya,Vinobapuri,7.9,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-05-30,10:07:04,"""CNR8192504""",Completed,"""CID2186576""",Uber XL,Subhash Chowk,Noida Extension,5.9,26.5,null,null,null,null,null,null,160,5.52,4.4,4.1,UPI
2024-04-01,20:06:11,"""CNR5614673""",Completed,"""CID1336911""",Go Sedan,Azadpur,Moti Nagar,5.9,27.9,null,null,null,null,null,null,153,11.93,4.4,4.9,UPI
2024-12-05,20:21:12,"""CNR8765520""",Cancelled by Driver,"""CID9963800""",Go Mini,Greater Noida,Sohna Road,9.6,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-11-28,15:08:47,"""CNR2066424""",Cancelled by Driver,"""CID6053450""",Go Mini,Rajiv Nagar,Jahangirpuri,9.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-07-16,16:23:25,"""CNR4566796""",Cancelled by Driver,"""CID7109338""",Auto,Chanakyapuri,Ghaziabad,9.1,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-08-02,12:48:08,"""CNR4733031""",Cancelled by Driver,"""CID4204069""",eBike,Greater Kailash,Shivaji Park,10.0,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-03-13,10:00:31,"""CNR7239129""",Completed,"""CID6041120""",Premier Sedan,Nirman Vihar,Patel Chowk,4.6,24.7,null,null,null,null,null,null,369,8.8,4.3,3.7,UPI
2024-06-18,19:49:46,"""CNR7089866""",Completed,"""CID8788583""",Auto,Rohini East,Basai Dhankot,14.0,17.9,null,null,null,null,null,null,360,19.2,4.4,3.8,Uber Wallet
2024-12-28,14:02:01,"""CNR8341687""",Completed,"""CID8711272""",Auto,Jor Bagh,Nirman Vihar,2.1,31.7,null,null,null,null,null,null,828,28.84,5.0,4.1,UPI
2024-04-14,08:09:09,"""CNR9138999""",Completed,"""CID6864518""",Go Sedan,Khan Market,Bhiwadi,12.1,19.7,null,null,null,null,null,null,791,33.08,4.9,4.9,UPI
2024-06-10,20:19:58,"""CNR4704280""",Completed,"""CID7724201""",Go Mini,Karkarduma,Ambience Mall,10.5,18.0,null,null,null,null,null,null,529,10.88,5.0,4.9,UPI
2024-11-08,17:00:33,"""CNR9540934""",Completed,"""CID8987509""",Premier Sedan,Lok Kalyan Marg,Preet Vihar,9.7,36.4,null,null,null,null,null,null,306,43.4,4.4,4.9,UPI
2024-02-10,08:25:19,"""CNR9190112""",Completed,"""CID2588384""",Auto,Ghaziabad,Moti Nagar,3.3,25.8,null,null,null,null,null,null,131,15.83,3.1,4.3,Credit Card
